,pspwght,pweight,anweight,stfgov,trstlgl,trstplt,trstprt,hhmmb,gndr,agea,atncrse,brwmny,chldhhe,chldhm,cmsrv,cmsrvp,crpdwk,crpdwkp,dngdkp,dngnap,dngnapp,dngoth,dngothp,dngrefp,domicil,dsbld,dsbldp,edctn,edctnp,eduyrs,emplno,emplnof,emplnom,emplnop,emplrel,emprelp,emprf14,emprm14,estsz,hincfel,hincsrca,hinctnta,hswrk,hswrkp,icomdng,icomdnp,iorgact,iscoco,iscocop,jbspv,jbspvf,jbspvm,jbspvp,mainact,mbtru,mnactic,mnactp,njbspv,njbspvp,occf14b,occm14b,pdjobev,pdjobyr,pdwrk,pdwrkp,rtrd,rtrdp,tporgwk,uemp12m,uemp3m,uemp5yr,uempla,uemplap,uempli,uemplip,wkhct,wkhtot,wkhtotp,wrkac6m,wrkctra,wkdcorga
atncrse,-0.10465250097752178,-0.058259466499163734,-0.06274407939059669,0.2104906284276166,0.10859109665356653,0.07750129878655843,0.14309894742223844,-0.4677060529773908,0.029374361820123773,0.6391633280039748,1.0,-0.09040982878250749,-0.6481558219321716,0.6041340013477209,0.045328671533894506,-0.03428575853701976,-0.8131736788233309,-0.4687224613471993,0.0487125157974413,-0.0037732109069218496,0.2986577921860763,0.06558868532295432,-0.02801153568569502,-0.023111702716773527,0.33958309788680974,0.19232907104525165,0.023507417592465506,0.028500828250662802,-0.2236832405269992,-0.6370633259741949,-0.03873289737877335,-0.3241528568906739,-0.38354190885517103,0.3582117561006902,0.24353522136567238,0.5951477083861121,0.36219331733426235,0.5475563802282781,-0.004478175096935326,0.4244677727959705,0.5508745442516777,0.20433353849376387,-0.0650499318995217,-0.1776865443827825,0.2525915215995049,0.29051851346049806,0.2761120302103483,0.2568443165582047,0.5939801176879631,0.2386739485954628,0.39932711779289115,0.545172762386265,0.5949501102890579,0.2192699339349312,0.5823617060043095,0.8044153749479415,0.1991112918065753,0.23979020224398914,0.502552320161352,0.29399886524540947,0.47286168456067,-0.8246812693732619,-0.7880018753238037,-0.8173698748738005,-0.5988207932129352,0.8135164230187273,0.5995773670645463,0.22404883063768674,0.006740517375540194,0.06542580354820973,0.004128544187040843,0.10091249773663662,-0.017874749005083446,0.18829221948987718,0.028905744250205815,0.29926510892219044,0.32027384606968906,0.5949917173434961,0.2312970933651638,0.19749316205588832,0.23442378712475387
brwmny,-0.05041339767611478,-0.07476484173262425,-0.09001981289149391,0.09302347689434183,0.106748835002647,0.11300464642631795,0.09293614395641271,0.16272153831612704,-0.18387764116104957,-0.08702671622081255,-0.09040982878250749,1.0,0.06947752698712333,-0.055017437166445284,-0.024338641122236587,-0.028999297754064356,0.12442640210749058,0.03966241723861463,0.026673087536131835,-0.004562242200703752,-0.11773782882106411,-0.0727997501133337,0.002834074876544617,-0.03209194029774032,-0.015419267134582842,-0.08625988774307405,-0.05356852605627865,0.07327062148579944,0.02594230171550536,0.11077733640855587,-0.10431457814023827,-0.006413361402475924,0.005724371317325605,-0.11770644331085663,0.13797123329504582,-0.14252551408727707,-0.046164756092007646,-0.03505567876547185,0.13261050423799375,-0.178719703561053,0.06656752580053049,0.23344969144444447,-0.07726494306336783,0.025852382169339876,0.03037049486260628,-0.11379597729441605,0.15697829235098162,0.09960657974403346,-0.14245277808401938,0.06381542087430306,-0.03567730345673132,-0.04670928342681084,-0.14111934544053878,0.010214799778051759,0.026176578633571878,-0.1171154838095994,-0.05455024249327414,-0.18007427004089557,-0.13767168377024147,-0.09427895440367713,-0.07533027779712625,0.1403028897800775,0.18279331724827252,0.12418767249487962,0.14217784700396366,-0.0976094986471069,-0.018043734550481916,0.11881203248181246,0.2886479530112915,0.2914217006486315,0.29017106783644747,-0.20780064967076212,-0.11149332355806735,-0.17547983140593276,-0.057143987449750806,0.11426024297998573,0.11584201427437783,-0.1441070336201217,0.119957716430548,0.13497006545312543,0.15831583000375546
chldhhe,0.11667672445319893,-0.05537900699236381,0.019698054185822517,-0.1944225407551188,-0.11464382670091997,-0.09350274028515068,-0.15243217658841737,0.8693795517543388,-0.07777334581832651,-0.5758698002603067,-0.6481558219321716,0.06947752698712333,1.0,-0.9720067745099414,-0.08041615369449123,0.010933501243538082,0.7382369698372274,0.3605112289895959,0.039923456886938276,-0.01734675622891929,-0.572642309026819,-0.06820356028666186,0.029983951115995257,-0.0037781914739946675,-0.055494537389732985,-0.1319798566857962,-0.007834812730888801,-0.18948192083631593,0.17921250166184316,0.5787200541781427,-0.03939013731544922,0.27658141412313564,0.320063603531056,-0.5341737012685209,-0.15395629869425545,-0.7952359860579784,-0.23712232873448913,-0.43322470518920714,-0.018245505392213944,-0.30794535749883606,-0.4807041375115019,-0.11744482998808609,0.3898760550537616,0.3394294937019105,-0.02190097215179498,-0.5615696534916931,-0.20305369503499332,-0.18956575474521675,-0.7841731533747257,-0.17308112650141771,-0.29935996560653005,-0.4592091696933231,-0.7844223019669849,-0.06790959061918399,-0.5352855230297309,-0.5850275525205398,-0.2519525549662675,-0.22661028799562227,-0.6405262637826498,-0.18331107993453247,-0.4012652970209822,0.7395172360483906,0.7139372291589682,0.7359658158950748,0.7995146698746212,-0.7635357018403811,-0.5112123468810649,-0.15434325226111925,-0.1281360345513302,-0.13810654654365903,-0.1016593402772602,-0.0678580494441333,0.08223172213816551,-0.12190821996015506,0.011641587922538102,-0.21810491582269934,-0.2282087803200272,-0.7946209577751365,-0.16768661151645384,-0.1051381689172485,-0.15915351538627218
chldhm,-0.023532398784157596,0.008695678400421316,0.03563751505256368,0.18918669937548918,0.10628737176142945,0.0905757527083804,0.1519845830704557,-0.8295422181318536,0.07053686350611375,0.4149365210683241,0.6041340013477209,-0.055017437166445284,-0.9720067745099414,1.0,0.1044638480109309,-0.017498351245193854,-0.7275662311386107,-0.24320854873474185,-0.04458872897279262,0.06388673429127488,0.6804418338030476,0.06451872417454187,-0.040238915065476916,-0.014130037903460697,-0.023088377977803803,0.11446237640831348,-0.027721818121240683,0.3555755822711011,-0.1555060583595697,-0.5513982501159221,0.08334807554662449,-0.1934697494743967,-0.21991428580751482,0.5829197552947625,0.23020576764162032,0.8288444819417182,0.18016619235559422,0.33280227227924497,0.0963557425664619,0.3635436033753098,0.48782975056465977,0.1898630990135749,-0.409038458147568,-0.36152584001413,0.008058301729113097,0.672016656790285,0.2660503529641284,0.2825425545071974,0.8220371088005799,0.27185645125655333,0.22044007141744362,0.3361398441931129,0.822491023474692,0.048211456321008435,0.6002699089034431,0.5284305644009102,0.28842429184898394,0.2978082070190759,0.6748462740919122,0.1457554185089542,0.32660583191416104,-0.7154433836085438,-0.6625547908010444,-0.7247766246818496,-0.8315529538536375,0.6666893058330843,0.38455974054189007,0.24102175578017473,0.14664890306817635,0.16003415354306863,0.1168564630067771,0.08800242531934854,-0.10789393682583526,0.12322224110494577,-0.04454101607328685,0.28963661211489217,0.2945535195198999,0.828207492643699,0.25482627743127234,0.15603649744444728,0.22981729216599178
cmsrv,0.07580200375389062,-0.021605032096527033,0.06040677600409535,-0.020427558399965094,-0.034200541719575435,-0.027271253987731493,-0.019933165209366242,-0.06506422880936062,-0.07392745605541427,-0.0678625523324847,0.045328671533894506,-0.024338641122236587,-0.08041615369449123,0.1044638480109309,1.0,-0.012664547795573971,-0.10505903481230207,0.014870359190449316,-0.027741928595104548,-0.005155357706830794,0.12251330531209874,0.006011719135782284,0.009828000784957543,-0.01690316328154423,-0.044589197299803054,0.005504384849027975,-0.0245676931761453,0.08855754500317228,0.055377911887201266,-0.06939771303731011,0.05412541058380083,0.051286707221336936,0.06315346028734203,0.0865762645124825,-0.011850243174260772,0.10953498036535424,-0.04737287413464039,-0.06821190542435226,-0.017606544923830295,0.04404187921380626,0.018792709734505832,0.025450561129335015,-0.027515758012312413,-0.03469669646154587,-0.005508930394429872,0.11243121954639226,-0.019335097041487725,0.010522591507002056,0.11097236352561173,0.015098376777437701,-0.05456261635628405,-0.08313473642359759,0.1112702886588821,0.011775504067734059,0.09890199812960791,0.06391840267520203,0.03433258899914717,0.062221721602249376,0.09059395808404597,-0.0314676216272912,-0.039528158189213215,-0.10216591473172823,-0.1072307353053272,-0.10362413871652577,-0.11012384349410226,0.020105456755912847,-0.020605048272594222,0.007538195964865519,0.015529018559387462,0.00862114835038555,0.011624713924030748,0.03477022214931657,-0.020895751179729725,0.01917839710577236,-0.025961702174913857,0.006377815845440542,-0.0006560456404879155,0.10811578995054166,0.003274361037267964,-0.010933763408775683,-0.01839872236852645
cmsrvp,-0.005377654796215225,-0.03326697920958671,-0.02262294549943575,-0.03764907495771901,-0.03760135061942384,-0.03219448725902763,-0.034319662746087415,0.018778082628481723,0.020198655970285476,-0.016492021695134394,-0.03428575853701976,-0.028999297754064356,0.010933501243538082,-0.017498351245193854,-0.012664547795573971,1.0,0.009966606960907332,-0.06737968366101181,-0.02295792005177681,-0.03842348920177238,-0.06916079597278602,0.025922884701977605,0.003041815643930564,-0.0140372672428048,-0.004799500139825972,-0.013111137095257597,0.016870406491846086,0.01252028349902115,0.04416861569750432,-0.01585362966401702,0.006700987927473346,-0.01087931490403884,-0.009520860210079597,-0.019964240043954022,-0.033294103821523334,-0.030401501964627722,-0.0421409636254949,-0.02685677644162846,-0.037489928020939735,-0.03401336353778498,-0.03291928658164506,-0.05176368469955225,0.04564911226189138,0.06596564939580161,-0.04215770477693384,-0.0734006796918435,-0.04164764721352163,-0.03681737974478982,-0.029447771403613116,-0.02756404211068535,-0.015433387820672011,-0.01894054272437564,-0.030374700100572565,-0.05351591876341738,-0.021513628818183812,-0.023557838092579463,-0.10790937064742873,0.0026884612730705176,-0.027328759425526056,-0.04958807838306983,-0.024351163119526644,0.011735552850288374,0.0008475209733025793,0.01145714773539519,0.027183629496304623,-0.011414672560635863,0.03227990574612796,-0.029398284454429324,-0.0012153418657567202,-0.012382574367531323,-0.0015616786673588116,-0.00898877330519932,0.02223289686314194,0.010826164137308473,0.011828146948891437,-0.04272345207705113,-0.043332260187951256,-0.030850625309174828,-0.030777150177402523,-0.025921282849077056,-0.03813334810219484
crpdwk,0.002880546520435113,0.009466526229113167,-0.05131043197104433,-0.24741689220180577,-0.158876608104299,-0.13851152624539223,-0.20902318848853416,0.5508445484471239,-0.1704898442947212,-0.5337395783108955,-0.8131736788233309,0.12442640210749058,0.7382369698372274,-0.7275662311386107,-0.10505903481230207,0.009966606960907332,1.0,0.4277857089978083,0.007568172627074677,0.007748394746731982,-0.4660086704279075,-0.14030493827924626,0.03073735166595841,0.009873734312741064,-0.18393533015064803,-0.23477852196132257,0.010487409709854982,-0.31618504879027143,0.17235143580349327,0.6441636463086216,-0.10678656379624657,0.23767153835944807,0.2833306073623425,-0.4866009562994761,-0.3149145690447503,-0.7298575431342194,-0.2695917393606135,-0.45482168854897587,-0.130694543651934,-0.4951670110877137,-0.6339932525558757,-0.2897175450580079,0.02804433974949916,0.23729332212710103,-0.1476009846759234,-0.45261815742420425,-0.3615487717539617,-0.3713554134195089,-0.730317886455435,-0.34911210125910147,-0.30637715711229363,-0.44057420271959497,-0.7290234062928505,-0.16252740896154397,-0.6978375378975901,-0.8289599920967351,-0.22963101784381856,-0.3112047775479014,-0.5888241087774311,-0.22869543803093903,-0.4252024331412519,0.9953080936247537,0.9309038731770234,0.999790743388139,0.7363005268687122,-0.8373664027263786,-0.5600005131997473,-0.3255255858774953,-0.08092943297582637,-0.11623795003953849,-0.05574246035895048,-0.23032834390442689,0.04753803839240615,-0.25761271804442065,0.01217400167987702,-0.3830915665534054,-0.40050006710429004,-0.7293601130272896,-0.33747400497506436,-0.2006814383164305,-0.31979885074184183
crpdwkp,0.37418981354940567,-0.009307552857786804,0.28247779125719347,-0.05582602983689997,-0.024882939247864486,-0.0021077931899607973,-0.0194878174052474,0.16120056435492663,0.10648572180372365,-0.6392095968550427,-0.4687224613471993,0.03966241723861463,0.3605112289895959,-0.24320854873474185,0.014870359190449316,-0.06737968366101181,0.4277857089978083,1.0,-0.012675870893276405,0.06984697679759076,0.3110772803913915,-0.02408974863535105,-0.10718821994940267,-0.0306953697210481,-0.26510876154224383,-0.028527317821273088,-0.2648412951547764,0.28625137746970014,-0.21697382081047983,0.3328564620548698,0.06395115511757019,0.27780495054969306,0.33914882524220347,-0.21634781791439506,0.08498611693790377,-0.31620343964618947,-0.22752525028527448,-0.4247983691282319,0.12650835028556104,-0.005381370976051276,-0.23682650591002333,0.08825066833163066,0.01871571374803062,-0.29525493091165134,-0.09724211517645559,0.3386812653565315,0.05856067827033888,0.10608147536072787,-0.326205070293015,0.1399058417407972,-0.3058781628681317,-0.46842575441319123,-0.32532790342550705,-0.10242131471379562,-0.12193673506307941,-0.5198469425148596,0.09016254642593322,0.1105692546857267,-0.3009070644045065,-0.16001452772249272,-0.3515893325872207,0.4591331905783438,0.5135394447829431,0.4307902850531454,0.33710468057739496,-0.6393480281568266,-0.9305115788186309,0.11270885014118734,-0.0845144702975714,-0.09876114849358414,-0.0792695576349386,0.05340288192260628,-0.3379949239434143,0.00658448617789496,-0.2719304002422018,0.05316961943118239,0.03580343398565444,-0.3190790228942487,0.11383660815612903,0.07279380055397504,0.08619975561090724
dngdkp,-0.08046818491385453,-0.05035786768252233,-0.09311398737691472,-0.027037513780940898,0.02222720492257346,0.01802605141254976,0.013935737452642647,0.04572168042164305,-0.04167484862857807,0.01213449125430986,0.0487125157974413,0.026673087536131835,0.039923456886938276,-0.04458872897279262,-0.027741928595104548,-0.02295792005177681,0.007568172627074677,-0.012675870893276405,1.0,-0.034008441890376884,-0.06455506717696209,-0.017099118020832058,-0.01781777265576415,-0.02301690021441408,-0.004787951313934987,-0.011380857817491456,-0.0119948183043328,-0.03191370454879076,0.004808240026073284,0.11761951823787568,-0.005439386560033669,-0.012134803028223397,-0.01460396068964595,-0.04193137709871438,0.006331789466980423,-0.04181235568094554,0.05563385713397666,0.04625359666632531,0.03130302492591918,0.017391014839614412,0.06460893109666067,0.02861175416165499,0.04588033673055508,0.009698280874299024,0.04195299463965297,-0.06544355231044537,0.025682281233660193,0.012355614056821482,-0.04148356372633282,0.0012853530094408298,0.020590639484517753,0.012731362560154176,-0.04221468788565964,0.009429531490249736,0.017851565581713906,0.06400202000573312,-0.07101371224579667,-0.05344827380492309,-0.05048462937049998,0.030040269061824297,0.011505538782945026,0.00449589014573081,0.005081989713727855,0.005599582838430713,0.04160676127050191,0.0016715881323474183,0.02581586039857223,0.005650335457968136,-0.024639652927214695,0.012450908528052706,-0.015125610185894865,-0.007987519262058441,-0.004376195154567119,-0.008797738277469347,-0.015176834007789146,0.011409723948380324,0.012728791036055266,-0.041947592768914924,0.011338750913314554,0.007689064092784534,0.027986456451208182
dngnap,-0.00723411175648922,-0.057963412853120976,-0.02782038286951455,-0.06259142391012415,-0.04211211406729008,-0.06600488122854943,-0.06693229412923611,0.044774957944128876,-0.047502784836831576,-0.02301155506836102,-0.0037732109069218496,-0.004562242200703752,-0.01734675622891929,0.06388673429127488,-0.005155357706830794,-0.03842348920177238,0.007748394746731982,0.06984697679759076,-0.034008441890376884,1.0,0.07824343945334793,-0.032902061636063656,-0.04540487651474973,-0.027456282056982233,-0.04816658850517166,-0.03298216059622443,-0.04931041744643905,0.003757336713337945,-0.06634982460946218,0.030673381221677655,0.015581280237323279,0.04381375462414174,0.03442356535224536,0.1584213144907149,-0.04355413197605004,0.08343235460168678,-0.04716260774369124,-0.053436299670391776,-0.01867173346897827,0.017118937324896086,-0.029763846933586906,-0.02965347968374,-0.055582939499597174,-0.03825724157836263,0.13454977594305595,0.11638617663292598,-0.06865301750710073,-0.03816866749742589,0.08526355395198301,-0.03993637125900439,-0.06062627210028551,-0.05076035096588911,0.09005096192047922,0.08307344710138591,0.0011839330996319772,0.06467800610515502,0.2711985709031724,-0.009633799844141913,0.12122572072718767,-0.04771866635129901,-0.06207757350561969,0.005551644446592299,-0.009805458244543626,0.0044113392050269965,-0.07088374114401351,-0.015127609444558168,-0.04413207925131981,-0.0563170098853428,-0.046375996804607966,-0.02730202974089604,-0.03897922877731481,-0.003138919553991951,-0.027394589857876513,-0.011461014541951671,-0.03821247472808331,-0.0475921109612334,-0.057376221888141586,0.08353565298963712,-0.0552411625269495,-0.038796666512462274,-0.06816433631356099
dngnapp,0.2847807986402184,-0.01329067354485931,0.2772625190868896,0.16110682016437625,0.06844095759499072,0.07827413205439075,0.1316399813037873,-0.6617972626280305,0.13513122811400013,-0.05681661099858701,0.2986577921860763,-0.11773782882106411,-0.572642309026819,0.6804418338030476,0.12251330531209874,-0.06916079597278602,-0.4660086704279075,0.3110772803913915,-0.06455506717696209,0.07824343945334793,1.0,0.05374578357040025,-0.10313720398519288,-0.030201794643030976,-0.17685229391780405,0.0720603077462515,-0.15242309596286582,0.5775334512203592,-0.2804061813916147,-0.374817584649661,0.15825906162843983,0.003300395003652667,0.015120751171012723,0.5569506332772365,0.27160149510600756,0.8006773603677139,0.013456070383505433,0.0060188086178288155,0.16032492417663158,0.47903628683855426,0.34863255592667614,0.22996019413953295,-0.341370648033076,-0.2926948201731742,-0.0847705905337126,0.9940142068231377,0.2859531241156355,0.351861855587119,0.7916088260762523,0.36665208624643597,0.0033041153089941253,-0.009654672852895155,0.7917308304881552,-0.016537603870580196,0.5415837749143124,0.1720865743695824,0.4067637557273117,0.41500147991862163,0.613096833497063,0.027862850289680108,0.05524415147896439,-0.4336098040581834,-0.3480779319388732,-0.4602244476151362,-0.7889194652483191,0.2323505335258577,-0.21942403135328234,0.3111645940471025,0.01960147327917172,0.019536808367351628,-0.00665192175309089,0.16914030481526482,-0.18549175662423165,0.14111432834900303,-0.14784795997516229,0.31509166759380597,0.30653309459840666,0.7987220982571347,0.31634253038363047,0.18696316050913256,0.26354030685865965
dngoth,0.056922729503930604,0.07304658011142048,0.08713475190796025,0.0021806665799723557,-0.02619140456925411,-0.007985709649035722,-0.0017363988837497905,-0.05605283025202529,0.01644730938048117,0.011653320076577036,0.06558868532295432,-0.0727997501133337,-0.06820356028666186,0.06451872417454187,0.006011719135782284,0.025922884701977605,-0.14030493827924626,-0.02408974863535105,-0.017099118020832058,-0.032902061636063656,0.05374578357040025,1.0,0.11043004526123756,-0.017304378883182155,-0.00716437233265869,0.0760362099625602,-0.0017033594422221766,0.0636514305882572,0.024351408875935836,-0.03212363065888545,-0.020119261535729672,0.034507503091295647,0.027729472531698714,0.05098220222276361,0.05636967434069041,0.06651597767493446,-0.03506388990174487,0.015789850926846313,-0.0037160063718840453,0.08261289124757352,0.0644222757283522,0.019023288380217253,0.06953373189848432,0.0006576785691866448,-0.15874431109524925,0.049604808088879064,0.052014431148645256,0.06274499937046868,0.07095741458077194,0.06439316761578961,-0.04357562155773584,-0.0016057443360534063,0.06947030295889521,-0.2296113914156658,0.1012173369738849,0.1387682582935879,-0.07757542917934034,0.06192771313864363,0.05883498660965991,-0.012744246976448213,0.03772433153955968,-0.1338546633517231,-0.1222428447492785,-0.13943784052621724,-0.06703610752261792,0.058349958909838,0.02917180261749923,0.054460281307749756,-0.10213489667500027,-0.09898569280569221,-0.11421995003877132,0.12621955043833294,-0.005360881310795903,0.09432717409988411,0.0026351613266689796,0.051583338952133934,0.05646321697594567,0.06600539663848583,0.050631388135010266,0.0759931455198329,0.0520919203680327
dngothp,-0.0766131683698227,0.012795372247284512,-0.06360991393953574,-0.03815202439879185,-0.04546064903905871,-0.03294397763578361,-0.04629310864752092,0.036200896174046135,-0.03345143108475379,0.026613084262503348,-0.02801153568569502,0.002834074876544617,0.029983951115995257,-0.040238915065476916,0.009828000784957543,0.003041815643930564,0.03073735166595841,-0.10718821994940267,-0.01781777265576415,-0.04540487651474973,-0.10313720398519288,0.11043004526123756,1.0,-0.009092631566064324,-0.00020919891211574246,-0.0016130592100564603,0.05014654811583123,-0.05392335575414394,0.056027558275138986,0.02377163077560648,-0.05120305536590059,-0.007912798611776002,-0.008735244551954426,-0.027014112347752996,-0.031852573652373595,-0.0373586555940542,-0.029014449051744017,-0.007439414188097979,-0.04075580324100663,-0.05661995474096764,-0.04028010825144402,-0.05364418653946894,0.026623106225951456,0.0685060102911439,-0.07645234030496384,-0.1065178188545526,-0.04069049067763314,-0.042599646913058134,-0.0351684251971637,-0.04919533392242221,-0.011723705683311367,0.0032288703184637324,-0.03472800410947802,-0.0829667639886991,-0.05452647218207366,-0.015110127771985763,-0.20414675445677485,-0.05404284515011645,-0.02045843908095889,-0.030888155295552448,-0.008908766102209056,0.02605225864273087,0.013937039564573275,0.030019552333294904,0.03386531754774705,0.0035017603642341828,0.057245870478659575,-0.047289566820582885,-0.035259067673998126,-0.041656689566146626,-0.03478561598030811,0.00995358401383016,0.040876197840947905,-0.002573192301193008,0.02162137405025795,-0.03574167895612586,-0.034726845987879285,-0.039014574202324646,-0.04854594851960582,0.0011106562783105508,-0.0347860990421347
dngrefp,-0.046065255302461125,0.0071070907376135925,-0.03856715527081981,-0.04341150396170215,-0.04498846456728704,-0.04345723596739658,-0.04424588941693865,-0.022066968676898394,-0.015829757918948844,0.03540663548950532,-0.023111702716773527,-0.03209194029774032,-0.0037781914739946675,-0.014130037903460697,-0.01690316328154423,-0.0140372672428048,0.009873734312741064,-0.0306953697210481,-0.02301690021441408,-0.027456282056982233,-0.030201794643030976,-0.017304378883182155,-0.009092631566064324,1.0,-0.022323435267188767,-0.010879114324315237,-0.004330031719675652,-0.05161090820062052,-0.0018957674661766865,-0.007607655180510548,-0.004724733723508737,-0.01224719056351597,-0.016632597539906882,-0.011194415429150789,-0.07592898878726857,-0.005723162428500065,0.024610554236470416,0.021245459171239506,-0.05513117941076101,-0.0345269635004082,-0.038223976223064574,-0.019985721094426565,-0.011567326513186475,0.0033490834783388482,-0.022550345103748242,-0.03015802747528474,-0.07713874750853157,-0.07531313933802486,-0.006468799095960829,-0.07477159504907607,0.01646993999476553,0.017682688825134303,-0.008153545158259836,0.005976924509109005,-0.05143936860127169,-0.017408627028065345,-0.001365464103141602,-0.025471166695492146,-0.01259296546684054,0.026098588749105277,0.02083984173827502,0.002766862942412525,-0.020487650830105158,0.010473430096846285,0.004104088618365138,0.012534409220230707,0.021191353279609765,-0.07572940906400767,-0.044191174152221416,-0.05199611265128874,-0.04518972425792231,0.021803490410574944,0.005044117551323192,0.023256154170820432,-5.6719201228732194e-05,-0.07798063051429097,-0.07574309330600516,-0.0036658086904809194,-0.07718083945527827,-0.054415413230785595,-0.07872518344313167
domicil,-0.1139853759010771,-0.16858754938121698,-0.149152145921783,0.11410706324935874,0.04433521175466951,0.04312484908874431,0.061636320634461596,0.08819591630487304,-0.037523756485590254,0.3457675985485735,0.33958309788680974,-0.015419267134582842,-0.055494537389732985,-0.023088377977803803,-0.044589197299803054,-0.004799500139825972,-0.18393533015064803,-0.26510876154224383,-0.004787951313934987,-0.04816658850517166,-0.17685229391780405,-0.00716437233265869,-0.00020919891211574246,-0.022323435267188767,1.0,0.06279737173368088,0.06711964326074363,-0.22749502347536973,-0.16128248567044148,-0.40249767666168146,-0.3240054362760961,-0.4883752869119432,-0.5455375419716394,-0.17928723517823697,0.13661614442304862,0.0006720333587706857,0.2773701817911059,0.33195841147738636,-0.2891501691801077,0.14300228612667185,0.13624254840696118,0.09206447597732388,0.06963718225200291,0.021834737240377967,0.1283930207306038,-0.1724174618009852,0.10044446488645581,0.050370822026072654,-0.0025801657201938435,0.03762156652471969,0.44780156708237207,0.46543397432876993,-0.004035467543248805,0.1361757501787969,0.1560974945315525,0.26458049836842623,0.011678272998066414,0.028894331148950708,0.01594162384816227,0.13302733235859596,0.1724638737862704,-0.19752726465110307,-0.19362338231487083,-0.1867716286800225,0.004534702495698323,0.2868320750002242,0.3076582503360657,0.04874706119036834,-0.0056866979261939446,0.003289299402642137,0.020171934470839783,-0.037253491767010455,0.060484053404916326,0.03288612326081365,0.07963388773221966,0.11160860812022838,0.11737616295953245,-0.004441593810456879,0.04862473539351659,0.22933785323541453,0.07220764564705376
dsbld,0.03663488305403901,0.058375338132962105,0.06980939115885607,-0.01819190986293054,-0.02546071556476613,-0.04590111554363734,-0.03968976650830486,-0.1195363807021996,0.02627585681392762,0.12183969158917095,0.19232907104525165,-0.08625988774307405,-0.1319798566857962,0.11446237640831348,0.005504384849027975,-0.013111137095257597,-0.23477852196132257,-0.028527317821273088,-0.011380857817491456,-0.03298216059622443,0.0720603077462515,0.0760362099625602,-0.0016130592100564603,-0.010879114324315237,0.06279737173368088,1.0,0.0353906114341797,0.027378301162151283,-0.07013672711038492,-0.11703544608137839,-0.008178802998482154,-0.05174182718771355,-0.07854120306183957,0.054495107026767624,0.043734721175810086,0.08848186403826115,0.06731181418174066,0.08909411294622245,-0.013184588485353432,0.19705527044139948,0.12057538647757282,0.0020560984928811093,0.07416895801231671,-0.060576865128137466,-0.1457737482796041,0.07377471889326556,0.0526949984329269,0.06414700712188713,0.08701604959657878,0.053026327140110636,0.0674302275041427,0.09668579143929987,0.08655469528358326,-0.19785839653611842,0.12043252702541367,0.19712436349777956,-0.013843613048652953,0.07319097617872175,0.08486938627694153,0.06242577804256983,0.08168788813631753,-0.24301002819078188,-0.2360983728806505,-0.23530334152381915,-0.08845479729502913,0.15377322927715004,0.06236019786352784,0.04561151401424659,-0.10341038689092362,-0.09111689648431115,-0.10930388180931203,0.10182779519532609,-0.024565920093670486,0.11242693055474058,0.03282345287279268,0.05845675366321453,0.06424239046027982,0.0877384910975205,0.044914778226124795,0.04712120067688806,0.04405432093324329
dsbldp,-0.08667569531677888,0.0016023166882594257,-0.07316427075935748,-0.05872096408921485,-0.05199947922932325,-0.06633387481209553,-0.06946031404361447,0.02376963579494259,-0.03475455006059236,0.09524854423044532,0.023507417592465506,-0.05356852605627865,-0.007834812730888801,-0.027721818121240683,-0.0245676931761453,0.016870406491846086,0.010487409709854982,-0.2648412951547764,-0.0119948183043328,-0.04931041744643905,-0.15242309596286582,-0.0017033594422221766,0.05014654811583123,-0.004330031719675652,0.06711964326074363,0.0353906114341797,1.0,-0.11325791357532147,0.08485298716658059,-0.023711082504969738,-0.015697080359535685,-0.029235126625552475,-0.03099381909942856,0.00012820126232925696,-0.07186491058852107,0.015350015397600818,-0.0205606721002511,0.03638456379178409,-0.06867014128386893,-0.01344694229642848,-0.039037338758997765,-0.08106877085620896,0.06130261547042777,0.11957068914066518,-0.06914862371484115,-0.16827610319937555,-0.07586284656070534,-0.07446769391052468,0.018091237410701507,-0.07442176117060331,0.013481429205202084,0.04673225783217485,0.017667143527971538,-0.05137626029835281,-0.08639260929612755,0.011897226293791582,-0.26453688481856924,-0.025576928958585553,0.02633339374612602,-0.029956229734388058,0.033003051086850144,0.0011179396455300926,-0.02350221076597693,0.010492577669803174,-0.018930745559917878,0.04605968336134708,0.17179640786481418,-0.07373604325915654,-0.06966972775538738,-0.07618519975736343,-0.06959495837000663,0.004460589935205038,0.09877161779843345,0.02545082490345228,0.15643404737570682,-0.07689379539215187,-0.07341199889885042,0.016500311360672083,-0.0772432754651187,-0.05385613676839111,-0.07380672661769268
