,essround,edition,idno,dweight,pspwght,pweight,anweight,prob,stratum,psu,stfgov,trstlgl,trstplt,trstprt,hhmmb,gndr,age,agea,ablrtr,anctry1,anctry2,atncrse,brwmny,chldhhe,chldhm,cmsrv,cmsrvp,crpdwk,crpdwkp,dngdk,dngdkp,dngna,dngnap,dngnapp,dngoth,dngothp,dngref,dngrefp,domicil,dsbld,dsbldp,dvrcdev,dvrcdeva,edctn,edctnp,edufld,edulvla,edulvlb,edulvlfa,edulvlfb,edulvlma,edulvlmb,edulvlpa,edulvlpb,eduyrs,eisced,eiscedf,eiscedm,eiscedp,emplno,emplnof,emplnom,emplnop,emplrel,emprelp,emprf14,emprm14,estsz,fxltph,faalv,hhmodwl,hincfel,hincsrc,hincsrca,hinctnt,hinctnta,hswrk,hswrkp,iccohbt,icmnart,icmsw,icomdng,icomdnp,icpdwk2,icpdwrk,icppdwk,icwhct,inttph,ioactp,iorgact,isco08,isco08p,iscoco,iscocop,jbspv,jbspvf,jbspvm,jbspvp,lvghw,lvghwa,lvgoptn,lvgptn,lvgptna,lvgptne,lvgptnea,mainact,marital,maritala,maritalb,marsts,mbltph,mbtru,mnactic,mnactp,moalv,njbspv,njbspvp,occf14,occf14a,occf14b,occf14ie,occm14,occm14a,occm14b,occm14ie,orgwrk,partner,pdjobev,pdjobyr,pdwrk,pdwrkp,rmhhus,rshpsts,rtdsbyr,rtrd,rtrdp,tporgwk,uemp12m,uemp3m,uemp5yr,uempla,uemplap,uempli,uemplip,wkdcorp,wkhct,wkhtot,wkhtotp,wrkac6m,wrkctr,wrkctra,wrkctrhu,wkdcorg,wkdcorga,nacer1,nacer11,nacer2
dngoth,-0.031112085,-0.011565296,-0.027116887,-0.004247539,0.017009371,-0.075158669,-0.007345256,0.014413218,-0.008296004,-0.042244333,0.011542845,0.009028286,0.013444979,0.01665528,0.028926691,-0.006504936,0.055847734,-0.005688869,-0.05204728,0.00441229,-0.025868351,0.005291207,0.029621565,0.027395174,-0.020103135,-0.002988265,,-0.053901092,0.003843673,-0.007324129,0.019386798,-0.00897343,-0.002856243,0.003710481,1,0.272254302,-0.005177072,-0.00668518,0.022739128,-0.00531419,0.017963905,0.022834997,0.000247868,-8.50E-05,0.006669365,-0.008572303,0.001164998,-0.005241509,-0.005027869,-0.017174882,0.01678321,-0.015455757,0.003499224,0.002155473,0.001307312,-0.001962059,-0.015448096,-0.010535427,0.005097317,-0.017627028,-0.004425416,0.00172162,-0.026376684,0.032674297,-0.003976047,0.001503664,0.01342952,0.026740848,-0.015925268,0.006272848,0.012055874,0.033555028,0.007754405,0.037602348,0.026510473,0.011074674,0.143908443,0.103677772,-0.002188045,-0.035903463,0.050689953,-0.236523375,-0.028988211,0.026434191,0.035386496,-0.009379916,0.088916416,-0.022156168,0.017664041,0.048803954,0.021162374,-0.001308537,0.019507216,0.01402779,0.029861516,0.001509179,-0.003193667,0.020925499,-0.004072283,0.023243799,0.006888115,0.002954157,-0.026792578,0.031761262,0.005551207,-0.252476043,0.006746261,0.043160314,-0.004528108,-0.008478652,-0.031563644,0.011853331,0.035690365,-0.139027121,-0.036706352,0.009065622,0.011185832,0.02429907,0.003802179,0.001886944,,-0.006828838,-0.015272021,0.020469113,,-0.004788957,0.012605942,-0.038367581,-0.017682512,-0.053098806,0.001352424,0.002614663,0.003667981,0.049480117,-0.03610496,-0.017217117,0.039461634,-0.037175664,-0.018161317,-0.035845123,0.008170213,0.006547035,0.001793708,0.000994025,0.019262399,0.040389899,0.02712404,-0.011635182,0.04035712,-0.026117486,0.038963836,-0.028568567,0.021279096,0.051559369,,-0.009701536,0.031726203
dngothp,-0.019684151,-0.012909625,-0.012188685,0.002161408,0.008403814,-0.061404115,-0.006604911,0.005584657,0.002591829,-0.008768454,0.000313105,-0.00642755,-0.014331584,-0.010325566,0.026027287,-0.028540705,-0.018481749,-0.004586238,-0.018734843,-0.004407032,-0.016224975,0.003085671,-0.0019251,0.049698499,-0.051028951,-0.001859662,,0.01675552,-0.113627581,-0.004557964,-0.005506087,0.005354307,-0.005887141,-0.104542129,0.272254302,1,-0.003221804,-0.004160332,0.035910648,0.013602382,0.015552244,-0.059029816,0.020504208,-0.025009528,-0.002425068,-0.010518636,-0.009511941,-0.005062207,0.010326696,-0.009809165,0.019612941,-0.011597364,-0.093208852,-0.109784954,-0.001728562,-0.007381302,-0.011491456,-0.011455214,-0.107119779,-0.026202291,0.03046363,0.004397033,-0.003007578,-0.019610671,-0.022390401,-0.001458588,0.012874503,-0.004713185,-0.002920735,0.002056911,-0.015233485,0.015110591,0.012137455,0.015360204,-0.009698141,-0.014059299,0.123457295,0.159305782,-0.131995684,-0.03614548,-0.036815135,-0.120669177,-0.169693317,-0.05342498,-0.005159753,-0.127929809,0.001375968,-0.002632458,-0.039759144,-0.010427775,-0.030379667,-0.022164739,-0.02561552,-0.026347795,-0.019886025,0.001126376,0.00042195,-0.016640777,-0.090069615,-0.083258032,0.007536824,0.087468766,0.07562642,0.012745662,0.052676864,-0.136355991,-0.087956152,-0.045349983,-0.01801445,0.079363758,-0.012808612,-0.01509288,0.003257731,-0.258642272,0.038594433,-0.002162709,0.012170875,-0.014625342,-0.011073296,0.002679774,,0.051694866,-0.009225273,0.028752846,,-0.052899541,-0.069042968,0.015465919,0.001768159,0.018851842,0.00949936,-0.015267541,-0.111743892,0.037184402,-0.010275039,0.013430088,-0.020271589,-0.031418761,-0.021033675,-0.028552307,0.015224678,0.009514254,0.002043803,0.000733955,-0.039281316,-0.003228847,0.000107111,-0.038508654,-0.026126301,-0.038976812,-0.004871856,-0.032703812,-0.00444336,-0.009369204,,-0.037336383,-0.013170581
dngref,0.002764584,-0.002705794,-0.006979059,-0.005873998,0.000105989,0.003732045,0.005277737,0.010716044,0.030355269,0.021585523,0.020149192,0.01768342,0.007910314,0.008175317,0.064771161,-0.017189232,-0.008123605,-0.009459808,0.034474277,0.144325979,-0.009734559,0.087701139,0.03609509,0.01439772,0.041574223,-0.000416509,,0.018832075,0.023688174,-0.001020847,0.047630817,-0.001250729,0.090111425,0.003701969,-0.005177072,-0.003221804,1,-0.00093179,0.011239023,-0.00602062,-0.004117332,0.030884334,0.057358118,-0.008398834,-0.002046132,0.043241669,0.054249796,0.110142057,0.048136213,-0.007027345,0.068532085,-0.004173815,0.023609006,0.006952836,0.119946797,0.076711195,0.012132099,0.020684018,0.014759627,0.009234517,0.013196805,0.023084736,0.009588147,0.039215726,0.01029992,0.046115723,0.032129906,0.027825885,0.134777233,,,0.066477894,0.106722441,0.15250079,,0.035402629,-0.014105636,-0.009594916,0.013380765,,,0.010758544,0.015521969,,0.026490761,0.014471653,0.027645496,0.057146003,0.026492236,0.052868796,0.048599421,0.006941451,0.030466231,0.011355884,0.04236796,0.032347278,0.014759541,0.008576519,0.001770842,0.041090389,-0.002005125,-0.002451905,0.018758153,0.054031977,0.022324109,0.013881755,0.007189235,0.205387089,0.026567094,-0.004324442,0.154469999,0.077823212,0.278062158,0.016357456,,0.006185984,0.019727814,-0.01916872,0.054707601,0.036618639,,0.003439676,0.032886403,0.022893089,,-0.009916975,0.071423311,0.015951075,0.014244509,-0.026512775,-0.004422281,,0.013629924,0.021628223,-0.018225625,-0.011816035,0.05912665,-0.000435144,0.071907521,-0.007924005,-0.005172566,-0.003725142,-0.003725142,-0.002401917,0.026750858,0.030473067,0.039038954,0.019655884,0.041484434,-0.014040962,0.040539842,-0.013961779,0.025700857,0.053069581,,0.075049101,0.044456933
dngrefp,-0.012905684,0.018571147,-0.003805792,0.009326944,-0.006125795,0.030805795,0.00200994,,,,-0.012056051,0.010695244,0.002582092,0.002481353,0.009161066,-0.008195032,-0.006465678,-0.004044665,-0.023539786,-0.001228786,-0.023248988,0.010036037,-0.006045278,0.023671107,-0.025586428,-0.00053784,,0.019768054,-0.009134175,-0.001318225,-0.001592435,-0.001615073,-0.001702641,-0.030235005,-0.00668518,-0.004160332,-0.00093179,1,0.013548642,-0.007774457,-0.005316732,-0.033504558,-0.006121196,-0.010845457,-0.00264218,-3.19E-06,-0.003657974,-0.003462802,-0.012549199,0.017088601,0.007172741,0.024149217,-0.021969564,0.011843244,-0.002012245,-0.002354299,-0.003274298,0.013492075,-0.01624091,-0.010881338,-0.004016573,-0.016088165,-0.003967805,-0.005784229,-0.010182765,-0.003917929,-0.000812702,-0.007818829,0.01781254,,,0.005582673,,-0.005821236,,0.00608251,-0.001360151,0.004035457,-0.023208568,,,0.007041055,-0.01670108,,-0.006266043,-0.015193546,0.022216099,-0.003060788,-0.026425655,-0.005627116,0.023042787,0.018083401,-0.015842663,-0.023289331,-0.006833044,-0.011605658,-0.014420333,-0.026364272,,-0.065123699,,,0.062230545,-0.00072522,0.029213028,-0.003251716,,-0.038320487,-0.00093942,-0.004746436,-0.026156124,0.003175326,-0.008293482,0.018889517,,-0.003315756,-0.021241719,,0.046466872,0.002186705,,,-0.014923058,0.001119017,,,-0.032717609,0.023689625,0.019153692,0.021268727,0.012771472,,-0.014419176,0.021628223,-0.016068833,-0.010552298,-0.00672425,-0.009982999,-0.00792018,-0.005513282,0.012002643,0.05892611,0.007936986,-0.003101607,-0.026346707,-0.003337779,-0.002717663,-0.014924785,-0.004587345,,0.000766035,,,-0.005346551,,-0.027836552,0.021576136
domicil,-0.004596031,0.042063711,0.030108142,-0.174749847,-0.128295292,-0.016374568,0.018263172,0.670829865,-0.126810122,0.032208619,0.028147519,0.040946172,0.015014989,0.021505895,0.072144928,-0.042347191,0.02105585,-0.006024667,0.080838143,0.087630847,-0.034366526,0.068787546,-0.067636187,0.047147477,-0.045885668,0.008642644,,-0.065993853,-0.067538321,-0.021078685,-0.002307407,0.036740034,0.021219171,-0.02597312,0.022739128,0.035910648,0.011239023,0.013548642,1,0.049310459,0.043268961,-0.064689316,0.043737658,-0.012240879,-0.008498678,0.127008889,-0.037598671,-0.01017706,0.004608898,3.85E-05,0.012606468,0.004166619,-0.067921647,-0.004383605,-0.107627727,-0.037521495,-0.009846454,-0.003706087,-0.016115889,0.028286408,0.029004017,0.022699619,0.00227029,0.046011757,0.034842088,0.016268166,0.096996587,0.024898362,0.101996037,0.005689233,-0.003934497,0.146191626,0.040711442,0.047733271,-0.062907597,-0.038857697,0.019652695,0.052514288,-0.027785114,-0.004535696,-0.02363399,-0.051378601,-0.03316472,0.10110286,0.043024225,-0.007355821,0.053279006,0.118580717,0.016826158,0.037133499,0.059033298,0.04759853,0.067616968,0.016109648,0.048401923,0.039640106,0.100610111,-0.000687205,-0.049928526,-0.090094742,-0.004127697,0.031502157,0.111191697,0.020850435,0.02978224,0.0001323,-0.039400419,-0.020973699,0.002698316,-0.010736205,0.112587733,0.058701618,0.038346945,-0.027144616,-0.017200158,0.065785099,0.024767964,0.098429714,0.008070994,0.01205413,,0.130703518,0.086254734,0.13169855,,0.034033755,-0.016180804,-0.058916192,-0.0307267,-0.072058832,-0.037532481,-0.056704852,0.000685161,-0.030034889,-0.00151562,0.010891721,0.059293926,-0.090893711,-0.040007541,-0.092268089,0.047004852,0.038620955,0.041936088,0.032326067,0.013513725,0.019645232,0.028732633,0.00883049,0.060849676,-0.014213279,0.034221376,-0.007476155,0.035377097,0.02689958,,-0.009083089,0.030221953
dsbld,-0.079062905,0.053718382,-0.041268088,-0.014299085,-0.010067134,0.026504326,-0.003117927,0.044932859,0.017122974,0.026281872,0.011480737,0.003984575,-0.000808269,0.000728023,-0.020988461,-0.019536667,0.0384143,0.058784515,0.271977624,-0.009129387,-0.014936727,0.035410819,-0.047570503,-0.011930383,0.000971135,-0.003475171,,-0.18948741,-0.067408003,-0.008517516,0.002003197,-0.010435552,-0.011001363,-0.00208296,-0.00531419,0.013602382,-0.00602062,-0.007774457,0.049310459,1,0.153663765,-0.034603294,-0.02252194,-0.060190425,-0.009636096,0.04950489,-0.02439269,-0.031820832,0.043116404,0.020962321,0.027019429,0.027483206,-0.021371304,0.00144131,-0.064609052,-0.030270926,0.019057958,0.021561291,-0.005605104,0.016632757,0.010334103,-0.006386453,0.017710545,-0.000320849,0.057610618,0.028607304,0.056883397,0.034545111,0.016663758,0.062501298,-0.006417457,0.107396386,0.041389664,0.051082241,-0.034163678,-0.037225985,0.030750501,0.039940789,0.010330276,-0.151136891,-0.042344407,-0.139313602,-0.012730324,0.181956791,0.13229738,0.020593024,0.025148814,0.065210835,0.038176963,-0.005406057,0.00846943,0.061896087,-0.013739987,0.02652739,-0.004703839,0.012665655,0.051436755,0.019391678,-0.018445359,-0.027017397,0.004321376,0.009753411,0.024433522,0.001765535,0.004389009,-0.170472401,-0.038930496,-0.042050985,-0.00087961,-0.017249857,0.047033667,-0.049601325,0.06984667,-0.066449947,0.040703659,0.00687959,0.00142711,0.030465428,0.014429806,0.028319478,,0.068014803,0.043377835,0.079912741,,-0.003479866,-0.019545675,-0.196736979,-0.184495508,-0.194741658,-0.058500999,0.032712462,0.012396922,-0.284687613,0.040652734,0.045037777,0.014515476,-0.031703877,-0.016633174,-0.022637638,-0.031025939,0.018586128,-0.012455829,0.021223492,0.038151729,0.016658613,0.020109757,0.028231848,-0.000601554,-0.025996376,0.005087656,-0.021264302,0.145938977,-0.009794537,,-0.045319661,0.012332055
dsbldp,-0.057877444,0.040744965,-0.022429691,0.001693572,-0.017185266,0.01931054,-0.014671899,0.017676596,0.036629628,0.03089404,-0.004813605,-0.001778897,-0.015106361,-0.007637125,0.021425588,-0.011026795,-0.003667247,0.025876638,0.048344587,-0.005982116,-0.047796595,0.018425391,-0.045007561,0.027834706,-0.023659567,-0.002376571,,-0.028759397,-0.253317183,-0.005824889,-0.007036551,-0.00713658,-0.007523522,-0.133600506,0.017963905,0.015552244,-0.004117332,-0.005316732,0.043268961,0.153663765,1,-0.096537917,-0.010317556,-0.046514442,-0.00637686,-0.009480129,-0.012880674,-0.019938354,0.009675896,0.010436596,-0.009943039,0.004456607,-0.154968903,-0.124265885,-0.03489712,-0.017938718,0.009703497,-0.001233504,-0.132720653,0.014320431,0.012629555,0.004185229,0.052782624,-0.04098387,0.084252984,-0.007768331,0.034256511,-0.012301725,-0.00175501,0.08934804,-0.016223812,0.07213805,0.011697077,0.019427246,-0.039589307,-0.041998679,0.054038332,0.050384771,-0.128826403,-0.038085739,-0.018165936,-0.044817742,-0.150181105,0.0393608,0.030721991,-0.094500158,-0.036849983,0.010612906,0.006376746,-0.035395278,-0.026039098,0.065248933,-0.046066827,0.042302779,-0.034438396,-0.030302141,0.044937961,0.022711227,-0.127948149,-0.140067297,0.022365198,0.132078267,0.132098514,0.040637348,0.029947839,-0.065266894,-0.128304448,-0.07977194,-0.038602495,0.097879332,0.01436379,-0.049384385,0.004870973,-0.164399231,0.129123832,0.005838206,0.024850122,0.029636019,-0.022202171,0.008345551,,0.082543591,0.042383009,0.063672943,,-0.030993863,-0.093152802,-0.033090113,-0.047955309,-0.030896812,-0.093217834,-0.019666574,-0.120267164,-0.064240233,0.012594586,0.049066857,-0.034730482,-0.048288528,-0.039154111,-0.044872701,-0.00358213,-0.009459219,0.022980339,0.008911196,0.005711259,-0.018338496,-0.019711835,0.032343854,-0.036769971,-0.063651575,-0.021087486,-0.052514163,-0.010502571,-0.037553445,,-0.037643457,-0.036225933
dvrcdev,0.013601339,-0.023830078,0.053733431,0.00597453,0.063261105,0.033008508,0.030172353,,,,0.019470361,-0.006526222,0.001335296,0.018220834,0.014735857,-0.058659671,-0.050411714,-0.156889769,-0.182882937,,,-0.036950635,0.041574025,-0.199510514,0.252618692,0.034025633,,0.028672188,0.322400611,0.017008729,-0.008115631,0.04424467,0.051712759,0.560810044,0.022834997,-0.059029816,0.030884334,-0.033504558,-0.064689316,-0.034603294,-0.096537917,1,,0.373575637,-0.013172678,-0.047889404,0.04408915,,0.00826533,,0.00774839,,0.563339407,,0.083442325,0.046555644,0.032668936,0.038372887,0.594586861,0.074247819,-0.028471708,0.00411391,-0.004126414,0.296955943,0.312322474,0.030255955,-0.127401208,0.15167436,0.156169906,-0.136451112,0.00449838,0.034090473,-0.015840922,0.037366063,0.135201811,0.098720835,-0.10069134,-0.22714913,,,0.728098099,0.048563309,0.48744112,,,,,-0.02226251,0.326383854,0.231563295,,,0.26620798,0.323514255,0.272727653,0.018712725,-0.141842981,0.276114183,0.664596634,0.692142351,0.10881749,-0.626393257,-0.671610948,0.110943774,,0.05601721,0.697523908,0.454060348,,,-0.03331073,0.21160474,-0.05721789,0.2125126,-0.239469955,0.113091666,0.03307011,-0.054772829,0.013237966,0.062800213,,-0.194929333,-0.173340763,-0.177749909,,0.289822966,0.403713648,0.064375901,0.184424921,0.023427115,-0.288233079,0.025559787,,0.211510163,-0.263864014,-0.270798851,0.33854897,-0.009501776,0.013239543,-0.022133917,0.063989416,-0.072372127,0.017230254,-0.026587843,0.324782944,0.179616755,0.195366114,0.291058438,0.279736068,0.271227345,0.166236412,0.212902449,0.009422333,0.241122728,,0.225300165,
dvrcdeva,0.053999277,0.010877407,0.013965228,-0.001283272,0.039444993,-0.032529186,0.029910813,0.006012933,-0.029844441,-0.052889238,0.054170228,0.046841653,0.056204169,0.057947802,0.055382452,-0.013483978,,-0.053640286,,0.137075295,-0.007728215,0.101365011,-0.009632997,0.028154981,0.0509195,,,-0.020004369,-0.035015029,0.053455053,0.030769287,0.061200343,0.022463435,-0.089220711,0.000247868,0.020504208,0.057358118,-0.006121196,0.043737658,-0.02252194,-0.010317556,,1,0.056571346,0.005027346,,,0.144471747,,0.044912681,,0.097835504,,-0.067145959,0.091934162,0.142866113,0.044871047,0.097987122,-0.067023045,0.036246296,-0.023535023,-0.024420115,0.003117227,0.080630495,-0.04672446,0.069755114,0.069723143,0.096047719,0.031981028,,,0.008630015,,0.082607598,,0.073072121,-0.015959962,0.021030632,-0.063593782,0.006673019,,0.001173162,-0.093439801,0.050760202,0.03886854,-0.09176189,0.066314673,,,0.098650742,0.10009468,-0.038306445,0.099804916,0.015007075,0.092443639,0.066455398,0.081917066,-0.012019215,,,,,,,0.108856812,0.02635169,,,0.271034012,0.208817291,,0.121167053,0.095252775,-0.018801194,,0.023251024,0.00601928,,,0.033263501,,,,0.04499276,,,,-0.026024601,0.016041496,-0.040535567,0.05444743,,-0.075223099,,0.010756282,0.04520647,0.100347564,0.087120312,0.186144091,0.086936573,-0.020311034,-0.007776252,-0.010444996,-0.008050225,,0.071035209,0.069341521,-0.029256631,0.087170987,,0.050030228,,,0.093063243,,,0.099337056
edctn,-0.080847134,0.0621546,-0.034614737,0.027732418,0.122191704,0.02727507,0.112113373,0.015996873,0.012956494,0.009305913,0.084566162,0.046413792,0.08145607,0.088674354,0.125048606,-0.017620056,-0.103492416,-0.243678817,-0.210536417,0.014560624,0.016474058,-0.112269539,0.10174752,-0.101230599,0.157072795,-0.004847903,,-0.195847976,0.154206218,-0.011882033,-0.005143191,-0.014557716,0.001886794,0.278629827,-8.50E-05,-0.025009528,-0.008398834,-0.010845457,-0.012240879,-0.060190425,-0.046514442,0.373575637,0.056571346,1,0.068115634,0.011715825,0.077008879,-0.03382315,-0.037467259,-0.007799466,-0.023341279,-0.015505866,0.309440606,0.258950287,0.039012696,0.036094261,-0.009290239,-0.008970276,0.269313308,0.070789755,-0.056521168,-0.0701707,-0.039940204,0.587103296,0.149620457,0.000970487,-0.099764936,0.306240866,0.003053958,-0.193000498,-0.022033652,-0.027656682,-0.044115512,0.022348522,0.194631884,0.126737356,-0.015027728,-0.071052547,0.257283023,0.216300768,0.358802351,-0.044440018,0.26918749,0.232845255,0.160421937,0.253506271,0.712839092,-0.119595012,0.169289235,0.547430824,0.416379538,0.147137615,0.516997552,0.164183769,0.54699604,0.023435752,-0.116838769,0.14162573,0.31833134,0.238484053,-0.002722755,-0.302418753,-0.231594373,-0.029249414,-0.025748687,-0.077498256,0.433642149,0.177740659,0.066532699,-0.218434698,-0.09368462,0.140433672,-0.069212135,0.056040695,-0.266696042,0.069945216,-0.004918124,-0.086820004,-0.015459423,-0.001444659,,-0.229238941,-0.158624805,-0.119797201,,0.475738618,0.198935569,-0.124670902,0.159431894,-0.198455162,-0.152416018,0.074375453,0.260998519,0.228794901,-0.205777794,-0.133524414,0.60437592,0.105117478,0.065892954,0.102043079,-0.031799071,-0.034054743,-0.021649922,-0.020821853,0.170634603,0.385140185,0.38301679,0.112959394,0.596949521,0.451975625,0.409654386,0.346048275,0.136054007,0.556249994,,0.4168955,0.420654306
edctnp,-0.056135896,0.046086614,-0.027037743,0.005641801,0.007944141,0.018533801,0.001842946,0.001023295,0.0103,0.006350473,0.007076009,-0.002972882,-0.008122362,-0.007034263,0.013636477,-0.027924044,0.047168261,-0.007746666,-0.089992894,-0.00182745,0.028183486,-0.049226949,-0.002505538,0.025838457,-0.020346172,-0.001181051,,0.022958253,-0.038199843,-0.002894712,-0.003496854,-0.003546564,-0.003738857,-0.066393536,0.006669365,-0.002425068,-0.002046132,-0.00264218,-0.008498678,-0.009636096,-0.00637686,-0.013172678,0.005027346,0.068115634,1,-0.0323505,0.032031459,0.005012916,-0.020720032,-0.006597609,-0.014390907,0.000247705,-0.083811809,-0.050903881,0.029322182,0.027785132,-0.00891222,-0.001620626,-0.054766754,-0.013650594,-0.00319852,-0.001104546,-0.004083732,-0.003957544,-0.035187771,-0.007635602,-0.012936277,-0.005866845,0.003370483,-0.035957668,-0.018048777,-0.019030877,0.002237892,-0.002237438,0.025277507,0.015340467,0.048674593,0.065469576,-0.066237917,0.048002324,-0.023392596,-0.023726577,-0.072305372,0.015823479,0.001610519,-0.04475929,-0.00832687,-0.039747373,-0.063453123,0.013408373,0.026914294,0.00531923,-0.013364444,-0.065465166,-0.001344476,-0.015511482,-0.028159736,-0.058042072,-0.028020404,-0.02755273,0.027762867,0.049183043,0.013058866,0.057503512,0.057000568,-0.053028936,-0.034480982,-0.011254865,-0.009628547,0.013179511,-0.029678419,0.013968964,-0.012557462,-0.150432576,-0.051233815,-0.018250041,-0.001151156,-0.035022285,-0.010280077,-0.000345101,,-0.053309662,-0.049880139,-0.012374728,,-0.038483407,-0.046182438,0.025971873,0.023019591,0.024803328,0.038191303,0.006308393,-0.048723195,0.081274391,-0.041433832,-0.027047047,0.006003144,-0.01166128,-0.011390005,-0.010325635,0.010972755,0.018595288,-0.010563004,0.002133771,-0.059500785,0.000554781,-0.002452001,-0.037913148,0.00464372,0.017092481,0.003768891,0.037907671,-0.04543162,0.011388537,,-0.000843801,0.009674863
edufld,0.013710558,-0.165702138,-0.168985282,-0.013011133,0.005349139,0.020272139,-0.001796986,,,,0.067580462,0.069442928,0.059720308,0.059104218,-0.087105845,0.076017586,0.057150043,0.080793329,0.268453148,,,0.134572402,-0.013466326,-0.090650361,0.065154007,,,-0.187754942,-0.01115158,,-0.006935057,0.026239983,0.030768866,0.117583561,-0.008572303,-0.010518636,0.043241669,-3.19E-06,0.127008889,0.04950489,-0.009480129,-0.047889404,,0.011715825,-0.0323505,1,-0.044066688,,0.090601005,,0.087381679,,0.119309949,,-0.175065639,-0.086715528,0.086144619,0.083170164,0.085500135,-0.070928481,-0.093215735,-0.044035832,-0.081610211,0.140047849,0.15042588,0.127783689,0.143549168,0.110851512,0.079597021,-0.015740908,0.00773355,0.145966606,,0.018332319,0.043364487,-0.0160883,-0.005108348,-0.075996649,,,0.005138585,0.007460648,0.079530815,,,,,0.124564384,0.169735734,0.049442811,,,0.147143189,0.188911393,0.0649046,0.096920929,0.116429627,0.143072553,0.061104754,0.103643722,-0.004888297,-0.051438697,-0.08109573,0.026227452,,0.024383382,0.057526059,0.068366561,,,0.225191575,0.085293246,0.113147715,0.071707274,0.02784823,0.094594741,-0.010787458,,0.134972891,0.102578542,,,0.205591485,0.01886099,,,0.086638642,-0.181885421,-0.099937467,-0.199306594,-0.143287071,0.064822563,,-0.223422277,0.159454497,0.023456549,0.174492854,-0.000627764,0.020236845,0.001747687,0.002882713,0.002351961,0.029698225,0.033630902,0.16928167,0.085078001,0.116142891,0.156211647,0.091140935,,0.059094664,,,0.035088665,,0.099496426,
edulvla,-0.100078658,0.121673596,0.021155511,0.000209158,-0.056168899,-0.127280256,-0.097915118,,,,0.010446157,-0.031977575,-0.026522046,-0.045662096,0.011591945,-0.011463129,0.102658002,0.003681085,0.000519705,,,-0.030958077,0.073829878,0.012907713,0.039137178,-0.002304808,,0.072008638,0.055074187,-0.001152127,-0.001152127,0.117255254,0.078776395,0.001565681,0.001164998,-0.009511941,0.054249796,-0.003657974,-0.037598671,-0.02439269,-0.012880674,0.04408915,,0.077008879,0.032031459,-0.044066688,1,,0.017946305,,0.003522188,,0.017312423,,0.215206796,0.997312074,-0.022431398,-0.026490416,-0.019551508,-0.030023081,-0.01068336,-0.005095922,-0.029521719,0.045117623,-0.02773854,-0.002223645,-0.024798782,0.004982464,0.162170489,-0.092605249,-0.005402558,-0.05276331,-0.037298836,0.163097658,0.070641937,0.007667216,0.017930654,0.018026593,,,0.003986607,-0.034144472,-0.128815974,,,,,0.009805284,-0.014572844,0.003382398,,,0.026203938,-0.006374538,0.012139323,-0.000394075,-0.038094351,-0.017775718,0.025254172,0.018245889,0.011939418,-0.01674773,0.05164103,0.012349184,,-0.028828164,0.03923747,0.235303598,,,0.133584071,0.039291708,0.04067122,-0.020590459,-0.142017797,-0.050661719,-0.015598813,-0.069689928,0.082927624,0.018171715,,-0.134049404,0.015500516,-0.122720283,,-0.01309325,0.034803565,0.06723768,0.052544401,0.0523959,0.039865695,0.073487542,,0.108941107,-0.064469775,-0.042539672,-0.057824124,0.046539255,0.076165788,0.038058983,-0.025007303,-0.009022717,-0.022650618,-0.017409278,-0.014394958,0.047406724,0.044135109,-0.005444578,0.015649701,0.044624434,0.020546946,0.046061137,-0.012655629,0.008497962,,0.095797792,
edulvlb,0.019399512,-0.001892628,-0.006604387,0.016335778,-0.007343284,-0.014632577,-0.011597699,-0.042187261,0.010922395,-0.017460924,0.010442446,-0.016557035,-0.000767302,-0.004210588,0.079622241,0.010882259,,-0.022864218,,0.39875818,0.064874657,0.149841682,0.096997842,0.041259588,0.002598545,,,0.10244129,0.040076065,0.148419809,0.082920616,0.207679347,0.13138437,-0.032816947,-0.005241509,-0.005062207,0.110142057,-0.003462802,-0.01017706,-0.031820832,-0.019938354,,0.144471747,-0.03382315,0.005012916,,,1,,0.100570142,,0.155732604,,0.023941239,0.377718644,0.994792996,0.101018713,0.156497394,0.024113119,0.005488228,0.011727186,-0.000237936,-0.047644218,0.042000296,-0.017023314,0.073858106,0.056719452,0.030706581,0.129423103,,,0.033561117,,0.205662322,,0.071572099,-0.00860501,-0.012817595,-0.015725066,0.119238369,,0.003604214,-0.008102386,-0.083595924,-0.058578287,-0.015471454,-0.01962339,,,0.053444804,0.074469326,0.000105308,-0.16927029,-0.097024154,0.028525856,-0.020097513,-0.104112089,-0.107655645,,,,,,,0.035739934,0.019580088,,,0.098405624,0.060905726,,0.180485345,0.240556936,0.019107692,,-0.050559021,-0.050474612,,,0.040067816,,,,-0.014122951,,,,0.088095529,0.073139424,0.055129227,0.032424046,,-0.019266243,,-0.0530274,-0.004690707,0.063606683,0.058510478,0.221330109,0.056482544,-0.01851233,-0.020844951,-0.025618899,-0.018061617,,0.034435687,0.042230748,-0.002714627,0.030014507,,0.020843084,,,0.059030626,,,0.073924593
